ensembl_gene_id,shCon,shMLL1,shNRF2,shUTX
ENSG00000000003,-2.680284941,-2.680284941,-2.680284941,-1.549634774
ENSG00000000005,4.307580551,4.67702797,4.58004154,4.872484876
ENSG00000000419,-1.749770001,-1.753980055,-1.171245043,-1.549634774
ENSG00000000460,5.275806763,5.093825841,5.081306574,4.986667375
ENSG00000000938,3.287921482,3.437214328,4.07566985,3.266171546
ENSG00000000971,5.988133351,4.288445462,5.394514388,4.854087672
ENSG00000001036,1.186558019,1.085847204,1.11915879,0.714310345
ENSG00000001084,1.273473715,0.766556945,-0.449955477,1.252804883
ENSG00000001167,0.889142228,0.98706569,1.11915879,0.868911725
ENSG00000001460,-2.680284941,-2.680284941,-1.736849044,-2.680284941
ENSG00000001461,1.506624973,2.127691758,2.564758579,-0.488494342
ENSG00000001617,0.195827878,-0.478146429,-1.736849044,-0.154643054
ENSG00000001629,-1.188733326,-0.478146429,-1.736849044,-1.549634774
ENSG00000001630,2.466465346,2.786319739,2.934464546,2.886328815
ENSG00000001631,8.374508686,8.79228882,9.182303471,9.68645218
ENSG00000002016,0.774617096,1.424659038,2.01591903,2.261729738
ENSG00000002549,6.060188516,6.380514147,6.294611228,6.19162817
ENSG00000002587,2.765307357,3.455803473,2.791742406,3.833957578
ENSG00000002726,1.70728685,1.085847204,1.11915879,1.644034816
ENSG00000002919,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000002933,0.774617096,1.568253443,-0.190866838,1.252804883
ENSG00000003096,-0.785809199,-0.220325737,0.028700556,-0.923625457
ENSG00000003147,0.195827878,0.642223487,0.028700556,-0.154643054
ENSG00000003249,-1.188733326,-1.194443566,0.028700556,-1.549634774
ENSG00000003393,8.693471819,8.675710709,8.711618719,8.634795428
ENSG00000003400,1.273473715,1.568253443,1.794239672,1.951487479
ENSG00000003402,2.269089067,2.726337015,1.963610099,1.880546451
ENSG00000003436,7.727112783,7.531517563,8.552499276,8.813239134
ENSG00000003509,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000003756,5.915671156,5.664653783,5.433497548,5.662074728
ENSG00000003989,4.919394845,4.076576608,4.462451434,4.3625031
ENSG00000004059,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000004139,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000004399,5.795994734,5.495283311,5.227108283,5.535024345
ENSG00000004455,2.351307245,1.424659038,2.208029079,2.562957301
ENSG00000004534,5.499624233,6.245467857,6.41393467,6.12797074
ENSG00000004766,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000004776,4.836180893,4.535645827,4.704788027,4.935088137
ENSG00000004779,5.955646441,6.179893258,6.229648527,6.393019621
ENSG00000004799,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000004809,4.048872369,4.278037159,4.688765332,3.852611615
ENSG00000004838,2.538428299,2.080557017,2.666438727,1.008537644
ENSG00000004848,0.363698052,1.178296395,-0.190866838,0.116285753
ENSG00000004864,-2.680284941,-0.792289112,-0.765985083,-2.680284941
ENSG00000004897,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000004939,1.186558019,1.981399858,2.416976153,2.261729738
ENSG00000004975,6.259653538,6.567336858,6.583837118,6.592085609
ENSG00000005007,1.35544935,1.178296395,-0.765985083,0.344290701
ENSG00000005020,-2.680284941,-2.680284941,-2.680284941,-0.923625457
ENSG00000005059,-2.680284941,-0.792289112,-1.736849044,-2.680284941
ENSG00000005073,5.38230693,5.517574356,4.74408311,4.917476963
ENSG00000005075,0.195827878,-1.753980055,-0.190866838,0.541130891
ENSG00000005100,1.70728685,1.498242034,2.599454345,1.644034816
ENSG00000005102,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000005156,0.774617096,-1.194443566,-0.190866838,0.116285753
ENSG00000005175,1.186558019,0.881020181,1.298793343,0.344290701
ENSG00000005187,3.179566326,4.027712822,3.99977648,3.815059181
ENSG00000005189,4.553169534,4.827358048,4.939552049,4.601826881
ENSG00000005194,-0.47119825,0.35590515,1.852933739,-1.549634774
ENSG00000005206,6.907025341,6.558763531,6.901390625,6.033032919
ENSG00000005238,4.397401487,4.897029775,4.6058687,3.497123358
ENSG00000005302,-1.749770001,-1.753980055,-2.680284941,-1.549634774
ENSG00000005339,9.144131524,9.356361559,9.322597574,9.697135644
ENSG00000005379,2.606971575,3.693652279,4.313673379,3.654237816
ENSG00000005381,3.179566326,3.492278272,3.453786283,3.736888241
ENSG00000005436,-2.680284941,-0.792289112,-1.736849044,-2.680284941
ENSG00000005471,4.132631764,4.636863634,5.093528562,4.943813756
ENSG00000005483,4.661880398,5.027025455,4.789866617,5.108082197
ENSG00000005513,-2.680284941,-2.680284941,-1.736849044,-2.680284941
ENSG00000005700,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000005801,0.650210595,0.642223487,1.794239672,1.008537644
ENSG00000005889,-1.749770001,-1.194443566,0.219223228,0.344290701
ENSG00000005961,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000006007,2.765307357,2.631410723,2.252309682,2.204790273
ENSG00000006015,-2.680284941,-2.680284941,-1.171245043,-2.680284941
ENSG00000006016,0.774617096,0.188168011,1.211770121,-0.154643054
ENSG00000006047,8.526566841,8.467055523,8.22739731,8.111102306
ENSG00000006059,5.795994734,5.900051238,6.210136655,5.557939239
ENSG00000006062,-2.680284941,-0.478146429,-1.171245043,-2.680284941
ENSG00000006071,3.536605411,4.86261445,5.292182925,5.1463846
ENSG00000006118,1.937651769,2.217578652,1.669162374,2.019103039
ENSG00000006125,2.824076509,3.37996505,4.216436899,4.282214218
ENSG00000006128,-0.47119825,1.424659038,2.066397528,2.08369099
ENSG00000006194,3.536605411,4.100401569,4.012705876,4.010458407
ENSG00000006327,7.23400654,7.449255812,7.011767356,7.339734463
ENSG00000006432,6.724322873,6.495034803,6.354237,6.364057955
ENSG00000006459,-0.47119825,1.759953289,0.67459429,0.541130891
ENSG00000006468,-0.47119825,0.35590515,0.028700556,0.541130891
ENSG00000006534,5.486039596,5.611758761,4.898345734,5.161425293
ENSG00000006555,-2.680284941,-2.680284941,-1.736849044,-2.680284941
ENSG00000006607,4.653802749,4.213959342,4.443478729,4.666512918
ENSG00000006625,2.502895473,2.302192112,2.850536115,1.360998452
ENSG00000006634,3.654643366,4.491281911,6.05628746,5.624577847
ENSG00000006638,-2.680284941,-2.680284941,-2.680284941,-1.549634774
ENSG00000006652,2.67240549,2.302192112,3.013777722,2.420191132
ENSG00000006695,-2.680284941,-0.792289112,-0.765985083,0.714310345
ENSG00000006704,2.704042166,1.265176444,0.799221271,2.261729738
ENSG00000006712,4.535693102,4.653063794,4.526957339,4.309476676
ENSG00000006715,6.125898571,6.157355558,6.442882011,6.266573417
ENSG00000006740,2.640059473,2.382116755,1.4585173,2.469366435
ENSG00000006747,-2.680284941,-2.680284941,-1.736849044,-2.680284941
ENSG00000006831,3.287921482,3.911314413,4.490450713,4.026976615
ENSG00000006837,5.291510929,5.207882407,5.684395176,5.060735243
ENSG00000007001,5.270533822,6.315843115,6.811762694,6.929559578
ENSG00000007038,9.087160214,9.016631749,8.834583347,9.055405996
ENSG00000007047,7.174554222,7.135742439,7.111294089,6.399377347
ENSG00000007062,-2.680284941,-2.680284941,-2.680284941,0.116285753
ENSG00000007168,8.312362746,8.465909668,8.185191381,8.363633778
ENSG00000007171,1.186558019,1.498242034,3.183464605,3.675348546
ENSG00000007174,2.538428299,2.695383756,3.039275219,2.316507014
ENSG00000007202,4.978799528,6.035977185,4.819601191,4.557033221
ENSG00000007216,-0.785809199,-0.792289112,-2.680284941,-0.154643054
ENSG00000007237,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000007255,5.029625422,5.764958822,5.111669572,6.195286672
ENSG00000007264,0.195827878,-0.220325737,1.669162374,-1.549634774
ENSG00000007306,3.686667635,3.938004414,4.656176006,3.776503098
ENSG00000007341,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000007350,2.351307245,2.899285086,3.088956885,2.849654963
ENSG00000007372,6.026175976,5.812611858,5.743760152,5.376488166
ENSG00000007376,4.407044961,4.500264503,4.344681757,4.182521895
ENSG00000007384,2.640059473,1.424659038,1.669162374,1.252804883
ENSG00000007392,0.195827878,-0.220325737,0.028700556,-2.680284941
ENSG00000007402,6.860404975,6.774041126,6.649465572,6.424531729
ENSG00000007541,4.132631764,4.708373296,4.6058687,4.768267471
ENSG00000007545,2.351307245,3.148167534,3.355717124,3.736888241
ENSG00000007908,-0.785809199,-1.194443566,-0.765985083,-0.488494342
ENSG00000007923,8.175891836,8.38274305,8.338758091,8.482181542
ENSG00000007944,5.337623092,5.477199125,5.643416464,5.759196976
ENSG00000007952,4.178397743,3.964209602,3.598025747,3.320783579
ENSG00000008018,-2.680284941,-0.478146429,0.028700556,-1.549634774
ENSG00000008083,6.624525979,6.460932895,6.982492313,6.641194955
ENSG00000008086,0.514055174,0.766556945,1.211770121,1.135834808
ENSG00000008118,8.422842597,8.099914709,7.704207193,7.896410419
ENSG00000008128,7.150357006,7.174136543,7.138091844,7.233434586
ENSG00000008130,6.96856012,7.381595421,7.194500441,7.39645526
ENSG00000008226,-2.680284941,-0.478146429,-0.449955477,-1.549634774
ENSG00000008256,0.195827878,-0.001668967,-2.680284941,-1.549634774
ENSG00000008300,9.799761415,9.483254518,9.407345855,9.379060097
ENSG00000008311,1.506624973,1.759953289,1.020192133,1.461641126
ENSG00000008324,4.807341001,4.805783089,4.992724572,5.020056732
ENSG00000008382,5.143611415,4.636863634,4.884344538,4.63453241
ENSG00000008438,-1.188733326,-1.194443566,-1.736849044,-1.549634774
ENSG00000008441,-0.785809199,-0.792289112,-0.449955477,-0.488494342
ENSG00000008516,1.989921838,1.265176444,1.733056076,1.951487479
ENSG00000008517,1.576659525,1.265176444,2.295271556,1.008537644
ENSG00000008710,6.339880879,6.63210716,6.728003546,6.611382822
ENSG00000008735,2.538428299,1.63502399,1.380864618,1.461641126
ENSG00000008838,8.925464596,9.286684892,9.236352733,9.726824792
ENSG00000008853,-2.680284941,-2.680284941,-1.736849044,-2.680284941
ENSG00000008869,6.016758951,6.105320348,6.670014692,6.506328656
ENSG00000008952,5.95235715,6.250800211,6.615965764,6.627720306
ENSG00000009335,7.407373339,7.504986741,7.585911349,7.781854428
ENSG00000009413,4.500092007,4.776505223,4.664392613,5.363539857
ENSG00000009724,-2.680284941,-2.680284941,-1.171245043,-1.549634774
ENSG00000009765,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000009780,7.37825405,7.555416187,8.185191381,7.871474005
ENSG00000009790,-1.749770001,-1.753980055,-0.765985083,-1.549634774
ENSG00000009830,3.778684153,4.359273946,4.728493275,4.401031833
ENSG00000009950,3.086612661,2.815401093,3.039275219,3.266171546
ENSG00000009954,5.149368298,5.56543501,5.447848875,5.234362903
ENSG00000010017,6.752963724,6.770332923,6.768586551,6.862114902
ENSG00000010219,5.126201634,5.24576329,5.037695337,4.844800341
ENSG00000010244,0.514055174,1.424659038,1.380864618,1.805935849
ENSG00000010256,7.668183157,6.73462132,6.992316814,7.22629994
ENSG00000010270,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000010282,0.650210595,1.698840489,0.538174699,1.008537644
ENSG00000010292,6.146193897,6.53273356,6.409053136,6.518061749
ENSG00000010295,3.536605411,3.399301664,3.509579532,2.369280323
ENSG00000010310,5.476911582,5.472642435,5.447848875,5.036466029
ENSG00000010318,-0.47119825,-0.478146429,0.538174699,-0.488494342
ENSG00000010319,7.995893311,8.193572901,8.016522456,7.797584179
ENSG00000010322,2.13624744,3.004043771,2.5292078,3.024356861
ENSG00000010327,6.219171511,6.563056563,6.586001431,6.38983022
ENSG00000010438,4.211793972,3.193177618,3.272160129,2.607570213
ENSG00000010539,-2.680284941,-2.680284941,-1.736849044,-2.680284941
ENSG00000010610,-1.188733326,-0.792289112,-0.190866838,-0.154643054
ENSG00000010704,7.078251665,7.145794997,7.343936202,5.476092313
ENSG00000010803,0.774617096,1.424659038,1.532202963,1.008537644
ENSG00000010810,3.638360653,4.398238952,5.389566586,5.729227226
ENSG00000010818,4.747871819,4.417333787,4.696798923,4.52250099
ENSG00000010932,0.650210595,0.35590515,0.387495308,-0.488494342
ENSG00000011007,3.48290342,2.756640091,4.385015995,3.238070207
ENSG00000011009,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000011021,1.186558019,1.424659038,1.298793343,1.555718459
ENSG00000011028,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000011083,-1.188733326,-1.194443566,-2.680284941,-1.549634774
ENSG00000011114,4.871438469,5.224239013,5.379619783,5.052690782
ENSG00000011132,6.337361344,6.232050102,6.043744478,5.59718484
ENSG00000011201,-2.680284941,-2.680284941,-1.736849044,-2.680284941
ENSG00000011258,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000011295,3.223889649,4.135417151,4.227570295,4.413649431
ENSG00000011304,11.60905902,11.83758015,11.73255435,11.73975941
ENSG00000011332,0.650210595,1.981399858,1.733056076,2.369280323
ENSG00000011347,3.654643366,3.258164511,4.249582603,3.150324699
ENSG00000011376,4.965808262,5.358727739,5.176300593,5.408359458
ENSG00000011405,10.94594019,10.76257762,10.59808212,10.7144742
ENSG00000011426,3.287921482,3.320349786,3.064329901,3.347333429
ENSG00000011451,-0.47119825,-0.220325737,-1.171245043,-0.488494342
ENSG00000011478,-2.680284941,-2.680284941,-1.736849044,-0.923625457
ENSG00000011485,7.419335023,7.499397538,7.20157538,7.101230737
ENSG00000011566,4.387693119,5.111519837,5.804500863,5.803015649
ENSG00000011638,0.195827878,0.35590515,-0.765985083,-0.488494342
ENSG00000012048,1.43301641,0.188168011,1.602307305,1.805935849
ENSG00000012171,1.883416486,2.457845069,2.564758579,3.056894874
ENSG00000012174,4.276353024,5.105645918,5.093528562,5.402041277
ENSG00000012223,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000012232,5.612289209,5.812611858,5.822969584,5.999945988
ENSG00000012504,2.040364146,2.457845069,2.961389667,2.812024476
ENSG00000012779,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000012822,6.781047038,7.131412665,6.92722806,6.704177168
ENSG00000012963,0.195827878,-0.478146429,0.219223228,-1.549634774
ENSG00000012983,2.089102212,1.818582202,3.039275219,2.019103039
ENSG00000013016,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000013275,6.814040962,6.877631226,6.594626362,6.938318597
ENSG00000013288,6.102348832,5.830528842,6.364359738,5.688273816
ENSG00000013293,6.453594146,6.810608173,5.969426152,6.491526816
ENSG00000013297,-2.680284941,-2.680284941,-1.736849044,-2.680284941
ENSG00000013364,7.636766191,7.466546082,7.485145686,7.278969103
ENSG00000013374,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000013375,0.005820428,-1.753980055,0.028700556,-0.488494342
ENSG00000013392,0.889142228,0.642223487,0.387495308,-0.154643054
ENSG00000013503,4.358169764,4.052351581,3.99977648,4.687446082
ENSG00000013523,-2.680284941,-2.680284941,-1.736849044,-2.680284941
ENSG00000013561,2.226153409,-0.001668967,0.538174699,-1.549634774
ENSG00000013583,7.31563289,7.452730483,7.258317245,7.515370643
ENSG00000013588,-2.680284941,-2.680284941,-2.680284941,-1.549634774
ENSG00000013810,7.811225866,7.591588901,7.616936328,7.297809308
ENSG00000014138,6.108272403,6.365845295,6.283985223,6.314457814
ENSG00000014216,1.273473715,1.178296395,0.538174699,0.344290701
ENSG00000014257,3.793465417,3.897781937,4.07566985,3.566563146
ENSG00000014641,-2.680284941,-0.478146429,-1.736849044,-2.680284941
ENSG00000014824,6.86215879,6.560911644,6.97260045,6.781660534
ENSG00000014914,3.133837996,3.029086574,3.56329519,2.812024476
ENSG00000015133,3.763749876,3.911314413,4.238618431,4.091220747
ENSG00000015171,-0.785809199,-0.220325737,-0.765985083,-0.923625457
ENSG00000015285,4.061139861,3.613133386,4.281983861,3.347333429
ENSG00000015413,5.3018862,4.84861511,5.210370413,5.100298159
ENSG00000015479,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000015520,0.650210595,0.188168011,0.538174699,0.541130891
ENSG00000015592,-2.680284941,-2.680284941,-2.680284941,-1.549634774
ENSG00000015676,0.774617096,0.188168011,0.799221271,1.461641126
ENSG00000016402,2.226153409,2.302192112,2.633335262,2.369280323
ENSG00000016864,2.573106965,2.843907801,3.877881414,3.675348546
ENSG00000017260,-2.680284941,-2.680284941,-1.171245043,-2.680284941
ENSG00000017427,0.195827878,-0.001668967,0.387495308,-0.154643054
ENSG00000017483,5.984917382,5.378349163,5.49468107,5.084602943
ENSG00000017797,7.434738403,7.584215354,7.708186815,7.726041564
ENSG00000018610,4.800040037,4.369114302,4.499664339,4.463044436
ENSG00000018699,1.506624973,2.663751803,3.90587315,3.833957578
ENSG00000019102,2.226153409,3.148167534,2.730450528,1.360998452
ENSG00000019144,7.630605661,8.21350934,8.802834876,8.658842676
ENSG00000019485,3.808096773,4.805783089,4.53594146,3.776503098
ENSG00000019505,-0.21306264,-0.001668967,0.67459429,-0.488494342
ENSG00000019549,-1.188733326,-1.194443566,-0.765985083,-0.923625457
ENSG00000019582,2.429091421,2.952615077,3.527707883,2.204790273
ENSG00000019995,-2.680284941,-2.680284941,-2.680284941,-1.549634774
ENSG00000020129,3.670744356,4.112168112,4.517916921,4.935088137
ENSG00000020181,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000020426,1.643451122,1.568253443,2.730450528,2.692859103
ENSG00000020633,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000020922,-0.47119825,-0.220325737,-0.190866838,-0.923625457
ENSG00000021300,-1.188733326,-0.792289112,-0.765985083,-1.549634774
ENSG00000021355,8.121284145,8.5010147,8.616362927,8.589639978
ENSG00000021488,1.576659525,2.786319739,2.633335262,3.448900965
ENSG00000021574,4.972318518,5.421545327,5.18774683,5.672611524
ENSG00000021762,2.96130828,3.37996505,3.472624796,1.951487479
ENSG00000021826,2.573106965,0.98706569,2.01591903,1.880546451
ENSG00000021852,-0.785809199,-1.194443566,-1.171245043,-0.154643054
ENSG00000022267,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000022556,5.624740488,5.764958822,5.605513267,5.470064514
ENSG00000022567,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000022840,8.686559755,8.707569199,8.473453684,8.797078276
ENSG00000022976,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000023171,4.82183301,4.70060058,4.622833465,5.161425293
ENSG00000023191,9.750189816,9.792720585,9.507226559,9.357181268
ENSG00000023318,-0.785809199,-0.001668967,1.11915879,-0.923625457
ENSG00000023445,6.708812037,7.140059258,7.620108056,7.601986121
ENSG00000023516,4.535693102,4.776505223,4.912212355,5.168887243
ENSG00000023572,5.751268418,5.517574356,5.651705853,6.097013806
ENSG00000023608,2.269089067,2.080557017,2.115169379,1.880546451
ENSG00000023697,-1.188733326,-0.792289112,-1.171245043,-0.923625457
ENSG00000023892,0.889142228,0.188168011,0.028700556,-0.154643054
ENSG00000023909,-1.749770001,-1.194443566,-2.680284941,-2.680284941
ENSG00000024048,6.718525834,6.619795835,6.846480409,6.957834094
ENSG00000024422,3.287921482,3.645882153,2.934464546,3.347333429
ENSG00000024862,-1.749770001,-1.753980055,-1.736849044,-2.680284941
ENSG00000025039,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000025293,8.343456463,8.31944348,8.209961312,8.357116206
ENSG00000025434,8.246747666,8.041885941,7.83553114,7.466251135
ENSG00000025800,3.933501721,2.03183016,4.182511734,2.849654963
ENSG00000026025,-0.785809199,-2.680284941,-2.680284941,-2.680284941
ENSG00000026103,3.892899317,3.911314413,4.303187358,4.568362695
ENSG00000026297,3.349231724,3.645882153,3.415354827,3.497123358
ENSG00000026508,10.22249366,10.93944492,10.94617536,10.80764494
ENSG00000026652,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000026950,6.675287172,6.94825766,7.184536874,5.662074728
ENSG00000027075,5.649325225,5.652618237,5.58834238,5.708895833
ENSG00000027697,4.12095977,3.964209602,3.729145988,3.736888241
ENSG00000028310,7.088775706,6.416546728,7.146914945,7.550071926
ENSG00000029153,-2.680284941,-2.680284941,-2.680284941,-1.549634774
ENSG00000029364,-0.785809199,-2.680284941,-1.171245043,-2.680284941
ENSG00000029534,4.932808884,5.185781073,5.276187372,5.557939239
ENSG00000029725,9.897067015,10.18431371,9.817856765,10.24343388
ENSG00000030066,7.543663877,7.8248805,7.953379523,7.980442415
ENSG00000030110,-2.680284941,-2.680284941,-1.171245043,-2.680284941
ENSG00000031081,1.186558019,0.98706569,1.211770121,0.714310345
ENSG00000031698,4.661880398,5.157669596,5.447848875,5.591643267
ENSG00000031823,8.402498204,8.588375184,8.37362919,8.394991994
ENSG00000032444,6.922236585,6.740319096,6.846480409,6.354273411
ENSG00000032742,5.539627113,5.7079445,6.018326545,6.184283217
ENSG00000033011,6.185947602,6.258761969,6.065623646,5.859444119
ENSG00000033030,4.965808262,5.454270378,5.359518045,5.227232857
ENSG00000033050,-1.749770001,-1.753980055,-2.680284941,-2.680284941
ENSG00000033122,3.445958386,2.631410723,3.314543466,3.959737777
ENSG00000033170,2.765307357,2.457845069,2.961389667,2.420191132
ENSG00000033627,4.553169534,5.798116317,6.346598061,6.202575959
ENSG00000033800,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000033867,3.605233319,4.288445462,4.40476798,5.02828471
ENSG00000034053,0.889142228,0.98706569,1.669162374,1.644034816
ENSG00000034239,7.945498406,7.75530031,8.078555272,8.451152053
ENSG00000034693,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000034713,3.349231724,3.545317606,3.849335807,3.056894874
ENSG00000035115,7.844431855,7.683179895,7.896966427,7.388487548
ENSG00000035141,-1.749770001,-1.194443566,-1.736849044,-2.680284941
ENSG00000035403,6.105313658,6.119963835,6.120406489,6.370544312
ENSG00000035499,0.195827878,0.766556945,0.538174699,0.868911725
ENSG00000035664,5.891830258,5.486269553,5.579679686,5.310552233
ENSG00000035862,3.571327399,4.378887993,3.849335807,4.240329542
ENSG00000035928,6.620386865,6.404635582,6.535381792,6.180596669
ENSG00000036054,3.686667635,1.63502399,1.852933739,2.08369099
ENSG00000036257,-1.749770001,-1.753980055,-0.449955477,-2.680284941
ENSG00000036549,4.972318518,4.791218425,5.062777233,4.844800341
ENSG00000036828,8.582424895,9.20319376,9.532696116,8.64486387
ENSG00000037280,5.888392025,6.137342053,5.766838638,5.317283097
ENSG00000037474,9.503405937,9.214495346,9.532696116,9.94053155
ENSG00000037637,4.747871819,5.235041293,6.349148871,6.482572263
ENSG00000037749,3.686667635,4.963491296,4.704788027,5.283310285
ENSG00000038210,5.233073547,4.716104359,5.199102967,5.629994583
ENSG00000038219,6.45126573,6.887934878,7.174504017,7.229871674
ENSG00000038295,-0.21306264,1.347120368,-0.190866838,1.555718459
ENSG00000038358,8.586674206,8.770642995,8.364202173,8.578477012
ENSG00000038382,8.749977604,8.2073516,8.916411182,9.339518784
ENSG00000038532,4.693746182,4.85563176,4.704788027,4.826044368
ENSG00000038945,-2.680284941,-2.680284941,-2.680284941,-1.549634774
ENSG00000039068,-1.188733326,0.35590515,-0.765985083,-0.154643054
ENSG00000039123,-0.21306264,-0.220325737,-1.171245043,-2.680284941
ENSG00000039139,5.155102301,4.135417151,5.135508108,4.336233498
ENSG00000039319,-0.785809199,0.766556945,-0.765985083,0.116285753
ENSG00000039560,7.76228821,7.31570241,7.634817947,8.15778812
ENSG00000039650,0.514055174,1.347120368,1.602307305,0.541130891
ENSG00000039987,9.014108512,8.668257756,8.721004276,8.778906857
ENSG00000040199,5.724523046,6.087549683,5.79330507,6.875858435
ENSG00000040275,-1.188733326,-1.194443566,-0.765985083,-0.923625457
ENSG00000040608,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000040633,-2.680284941,-2.680284941,-2.680284941,-1.549634774
ENSG00000040731,2.466465346,-0.478146429,0.913933208,1.008537644
ENSG00000040933,1.273473715,2.217578652,2.666438727,2.420191132
ENSG00000041515,2.640059473,2.815401093,2.850536115,3.448900965
ENSG00000041982,6.377155229,7.141495332,7.810760609,7.55861838
ENSG00000042062,-0.47119825,-0.792289112,-1.736849044,-0.488494342
ENSG00000042286,6.754853048,6.974278932,6.708269577,6.852879268
ENSG00000042429,2.734999946,0.881020181,2.961389667,1.805935849
ENSG00000042753,1.989921838,2.127691758,2.115169379,2.516920666
ENSG00000042781,5.066603224,5.463485652,5.724241994,5.65146041
ENSG00000042832,3.110418555,3.1708481,4.050813033,3.320783579
ENSG00000043093,-2.680284941,-2.680284941,-2.680284941,-0.488494342
ENSG00000043143,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000043355,-1.749770001,-1.753980055,-2.680284941,-2.680284941
ENSG00000043462,-2.680284941,-2.680284941,-2.680284941,-1.549634774
ENSG00000043514,3.605233319,3.784694091,4.94630678,5.283310285
ENSG00000044090,4.965808262,4.561623776,4.979614036,4.091220747
ENSG00000044115,1.883416486,1.698840489,2.066397528,1.461641126
ENSG00000044446,3.836921712,4.329343637,4.303187358,4.510804092
ENSG00000044459,5.216716521,5.19133823,4.848735279,5.076690836
ENSG00000044524,1.989921838,-1.753980055,2.564758579,0.868911725
ENSG00000044574,-1.749770001,-1.753980055,-2.680284941,-2.680284941
ENSG00000046647,3.985919663,3.613133386,3.598025747,3.373403499
ENSG00000046651,5.68939111,5.943508124,6.105396521,6.016584304
ENSG00000046653,3.110418555,3.340496499,3.375871524,3.399010822
ENSG00000046889,5.978463859,5.862229138,5.92224017,6.073352234
ENSG00000047056,7.379479161,7.343420489,7.195918207,7.654756669
ENSG00000047188,-0.785809199,-2.680284941,-1.736849044,-1.549634774
ENSG00000047230,4.178397743,4.603907145,4.508819496,4.122300905
ENSG00000047315,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000047346,5.616451587,5.680546567,6.00220988,5.370028538
ENSG00000047365,3.686667635,3.320349786,3.183464605,3.736888241
ENSG00000047410,7.804856759,8.010008077,8.821324799,8.836267565
ENSG00000047578,4.222756436,4.518063626,4.826940055,4.70807985
ENSG00000047579,4.965808262,5.051675856,4.848735279,4.697799855
ENSG00000047621,-2.680284941,-2.680284941,-2.680284941,-2.680284941
ENSG00000047634,5.265241539,5.715677855,6.117416963,6.520980173
ENSG00000047644,4.387693119,4.329343637,4.75950628,4.89065043
ENSG00000047648,5.853551361,5.896653547,5.962779052,6.053333424
ENSG00000047662,0.650210595,0.35590515,0.538174699,0.344290701
ENSG00000047849,7.877757927,7.642174735,7.578321529,7.81671136
ENSG00000048052,1.43301641,2.302192112,2.455365013,3.293735959
ENSG00000048162,2.269089067,3.029086574,2.761421936,1.644034816
ENSG00000048342,3.946785834,4.509191514,3.775398425,3.795909937
ENSG00000048392,0.363698052,-0.220325737,1.020192133,0.344290701
ENSG00000048405,5.155102301,5.348816038,5.58834238,5.807803242
ENSG00000048462,7.447644797,7.349646469,7.226761677,7.657411512
ENSG00000048471,1.989921838,2.529795801,3.064329901,3.056894874
ENSG00000048544,3.554070861,4.112168112,4.303187358,4.059456256
ENSG00000048545,5.968729121,6.084566507,6.034265155,6.12797074
ENSG00000048649,7.032258315,7.4399489,7.346491718,7.297809308
ENSG00000048707,5.243876102,5.680546567,6.785635778,5.995756253
ENSG00000048828,2.429091421,2.260505611,3.064329901,2.692859103
ENSG00000048991,2.310783771,2.695383756,2.455365013,3.373403499
ENSG00000049089,5.935797253,5.719529043,5.696465203,5.935785345
