ensembl_gene_id,SYMBOL,logFC,logCPM,PValue,FDR,ROS hallmark
ENSG00000143387,CTSK,0.565312543,5.623813879,3.23E-15,4.28E-14,
ENSG00000173480,ZNF417,0.565077269,3.43153617,0.002665963,0.009399003,
ENSG00000054611,TBC1D22A,0.56502546,5.097476992,6.29E-11,5.68E-10,
ENSG00000139641,ESYT1,0.564540731,5.275340533,4.59E-09,3.44E-08,
ENSG00000170412,GPRC5C,0.564011697,3.563993953,0.0009097,0.003498118,
ENSG00000166183,ASPG,0.563738162,3.488910396,0.000637606,0.002541473,
ENSG00000103404,USP31,0.563426466,5.990113501,7.05E-18,1.14E-16,
ENSG00000169891,REPS2,0.563275692,3.069091519,0.000314368,0.001314424,
ENSG00000169905,TOR1AIP2,0.56292401,6.567338328,6.40E-24,1.55E-22,
ENSG00000137814,HAUS2,0.558627915,4.07368709,1.22E-05,6.31E-05,
ENSG00000196547,MAN2A2,0.558347388,3.488863987,0.000281787,0.001188372,
ENSG00000225830,ERCC6,0.558347388,3.533445069,0.000281787,0.001188372,
ENSG00000177842,ZNF620,0.557745736,3.069694895,0.004922546,0.016073647,
ENSG00000185499,MUC1,0.557445402,2.515267851,0.010268791,0.030676759,
ENSG00000099250,NRP1,0.557274476,9.504202484,3.15E-30,1.17E-28,
ENSG00000149922,TBX6,0.556995514,2.09734647,0.02172532,0.057880628,
ENSG00000165490,DDIAS,0.556995514,2.158579572,0.02172532,0.057880628,
ENSG00000267680,ZNF224,0.556802843,5.042765184,3.25E-08,2.24E-07,
ENSG00000077585,GPR137B,0.556674616,1.579968894,0.031829718,0.080775104,
ENSG00000185002,RFX6,0.556674616,1.898234952,0.031829718,0.080775104,
ENSG00000103657,HERC1,0.556247333,0.576853275,0.046937133,0.108966621,
ENSG00000146701,MDH2,0.556247333,1.900657883,0.046937133,0.108966621,
ENSG00000085276,MECOM,0.555650252,1.67254641,0.069803374,0.156372367,
ENSG00000116473,RAP1A,0.555650252,1.906354806,0.069803374,0.156372367,
ENSG00000253710,ALG11,0.555650252,1.888373756,0.069803374,0.156372367,
ENSG00000151413,NUBPL,0.555524825,4.278795462,7.77E-06,4.14E-05,
ENSG00000013392,RWDD2A,0.554757059,0.814092497,0.10501784,0.221444353,
ENSG00000083097,DOP1A,0.554757059,1.098523853,0.10501784,0.221444353,
ENSG00000108561,C1QBP,0.554757059,1.36797518,0.10501784,0.221444353,
ENSG00000177025,C19orf18,0.554757059,1.36791396,0.10501784,0.221444353,
ENSG00000166825,ANPEP,0.554573602,7.188512375,9.99E-29,3.32E-27,
ENSG00000091164,TXNL1,0.55443163,5.474358143,1.74E-13,1.97E-12,
ENSG00000138193,PLCE1,0.553977208,5.982785207,1.19E-17,1.89E-16,
ENSG00000108242,CYP2C18,0.553976436,3.889035282,0.000177607,0.000776369,
ENSG00000198730,CTR9,0.553465027,6.156257884,1.44E-18,2.47E-17,
ENSG00000112902,SEMA5A,0.553351057,7.12290521,1.50E-38,9.12E-37,
ENSG00000061938,TNK2,0.553274846,0.259482271,0.160698213,0.265632885,
ENSG00000088970,KIZ,0.553274846,0.81747949,0.160698213,0.265632885,
ENSG00000119596,YLPM1,0.553274846,0.827885259,0.160698213,0.265632885,
ENSG00000161036,LRWD1,0.553274846,1.011642319,0.160698213,0.265632885,
ENSG00000143641,GALNT2,0.552030113,6.112490781,1.16E-22,2.57E-21,
ENSG00000181143,MUC16,0.551814445,4.621899539,1.97E-05,9.86E-05,
ENSG00000055130,CUL1,0.551458295,3.167382338,0.002129185,0.007609843,
ENSG00000128917,DLL4,0.550334342,0.462488102,0.252818266,0.392056168,
ENSG00000164091,WDR82,0.550334342,0.566305653,0.252818266,0.392056168,
ENSG00000177679,SRRM3,0.550334342,0.225471427,0.252818266,0.392056168,
ENSG00000181192,DHTKD1,0.550334342,0.51067181,0.252818266,0.392056168,
ENSG00000205352,PRR13,0.550334342,0.148478713,0.252818266,0.392056168,
ENSG00000276966,H4C5,0.550334342,0.122848977,0.252818266,0.392056168,
ENSG00000164142,FHIP1A,0.549454012,3.105727658,0.006325961,0.020251922,
ENSG00000116885,OSCP1,0.549369993,3.662284781,0.000225889,0.000968357,
ENSG00000171466,ZNF562,0.549070678,4.712739058,5.07E-07,3.08E-06,
ENSG00000127948,POR,0.548535367,2.143901112,0.009140434,0.0275817,
ENSG00000133226,SRRM1,0.548535367,4.384431907,0.009140434,0.0275817,
ENSG00000110768,GTF2H1,0.548017302,5.685892948,2.48E-11,2.33E-10,
ENSG00000038382,TRIO,0.547818729,9.028665168,3.38E-30,1.25E-28,
ENSG00000012983,MAP4K5,0.547426645,2.541970016,0.0132504,0.038563559,
ENSG00000105778,AVL9,0.546521805,4.932215641,6.40E-07,3.84E-06,
ENSG00000142541,RPL13A,0.545326137,5.466014873,2.80E-11,2.62E-10,
ENSG00000156384,SFR1,0.54472658,6.273709277,3.34E-18,5.58E-17,
ENSG00000115165,CYTIP,0.543954768,5.647480364,4.20E-12,4.22E-11,
ENSG00000136237,RAPGEF5,0.543257453,4.424029123,1.00E-05,5.23E-05,
ENSG00000135823,STX6,0.543164924,5.991826878,3.77E-18,6.25E-17,
ENSG00000101266,CSNK2A1,0.543155315,8.778731306,3.01E-27,8.80E-26,
ENSG00000159176,CSRP1,0.542166589,4.488453611,5.15E-07,3.12E-06,
ENSG00000077522,ACTN2,0.541959319,9.54100867,4.30E-28,1.36E-26,
ENSG00000003096,KLHL13,0.541699583,-0.128312129,0.420923204,0.601339972,
ENSG00000008441,NFIX,0.541699583,-0.187230253,0.420923204,0.601339972,
ENSG00000020256,ZFP64,0.541699583,-0.009497822,0.420923204,0.601339972,
ENSG00000023318,ERP44,0.541699583,0.447500715,0.420923204,0.601339972,
ENSG00000075035,WSCD2,0.541699583,-0.02746037,0.420923204,0.601339972,
ENSG00000101680,LAMA1,0.541699583,0.387027973,0.420923204,0.601339972,
ENSG00000103187,COTL1,0.541699583,-0.390486787,0.420923204,0.601339972,
ENSG00000107643,MAPK8,0.541699583,-0.513048755,0.420923204,0.601339972,
ENSG00000109917,ZPR1,0.541699583,-0.516279636,0.420923204,0.601339972,
ENSG00000118961,LDAH,0.541699583,-0.009326893,0.420923204,0.601339972,
ENSG00000120053,GOT1,0.541699583,-0.182956449,0.420923204,0.601339972,
ENSG00000124198,ARFGEF2,0.541699583,-0.439193122,0.420923204,0.601339972,
ENSG00000137409,MTCH1,0.541699583,-0.475983788,0.420923204,0.601339972,
ENSG00000138172,CALHM2,0.541699583,0.41120972,0.420923204,0.601339972,
ENSG00000140285,FGF7,0.541699583,-0.516402866,0.420923204,0.601339972,
ENSG00000143420,ENSA,0.541699583,-0.432108351,0.420923204,0.601339972,
ENSG00000151414,NEK7,0.541699583,-0.004799526,0.420923204,0.601339972,
ENSG00000165478,HEPACAM,0.541699583,0.126387617,0.420923204,0.601339972,
ENSG00000169154,GOT1L1,0.541699583,-0.471460788,0.420923204,0.601339972,
ENSG00000172379,ARNT2,0.541699583,-0.469186617,0.420923204,0.601339972,
ENSG00000180979,LRRC57,0.541699583,0.447445044,0.420923204,0.601339972,
ENSG00000182853,VMO1,0.541699583,-0.394301336,0.420923204,0.601339972,
ENSG00000182901,RGS7,0.541699583,0.159084486,0.420923204,0.601339972,
ENSG00000186625,KATNA1,0.541699583,0.317848019,0.420923204,0.601339972,
ENSG00000188996,HUS1B,0.541699583,-0.515381483,0.420923204,0.601339972,
ENSG00000196152,ZNF79,0.541699583,0.025556622,0.420923204,0.601339972,
ENSG00000197454,OR2L5,0.541699583,0.796799318,0.420923204,0.601339972,
ENSG00000240505,TNFRSF13B,0.541699583,-0.128132736,0.420923204,0.601339972,
ENSG00000268182,SMIM17,0.541699583,-0.131012911,0.420923204,0.601339972,
ENSG00000269720,CCDC194,0.541699583,-0.826929015,0.420923204,0.601339972,
ENSG00000144681,STAC,0.541390849,5.10074194,1.71E-10,1.49E-09,
ENSG00000130338,TULP4,0.541045128,5.830840468,6.10E-14,7.20E-13,
ENSG00000189241,TSPYL1,0.540905161,4.072441095,4.00E-05,0.000190788,
ENSG00000114450,GNB4,0.540623977,2.801879621,0.008126228,0.024889413,
ENSG00000135749,PCNX2,0.540004507,3.210309257,0.001694016,0.006252189,
ENSG00000112078,KCTD20,0.539519404,6.723118205,1.94E-29,6.82E-28,
ENSG00000171055,FEZ2,0.539078129,2.256696565,0.061486907,0.139560077,
ENSG00000032742,IFT88,0.538715416,6.022733484,2.94E-16,4.24E-15,
ENSG00000152413,HOMER1,0.538580679,4.729195324,1.29E-06,7.48E-06,
ENSG00000174844,DNAH12,0.538204254,5.484495717,1.16E-09,9.32E-09,
ENSG00000167851,CD300A,0.53735246,5.961677891,7.21E-16,1.00E-14,
ENSG00000166192,SENP8,0.537069859,4.012719724,5.06E-05,0.000237702,
ENSG00000116171,SCP2,0.536617508,2.214768697,0.017092683,0.048701182,
ENSG00000157429,ZNF19,0.536617508,2.787037519,0.017092683,0.048701182,
ENSG00000141068,KSR1,0.536426112,7.651047719,1.69E-23,3.95E-22,
ENSG00000168092,PAFAH1B2,0.535959106,7.11109212,3.55E-29,1.23E-27,
ENSG00000151503,NCAPD3,0.535720093,5.464188058,2.17E-10,1.87E-09,
ENSG00000213123,DYNLT2B,0.535712234,3.780470402,0.000325718,0.001360483,
ENSG00000142197,DOP1B,0.535617523,6.432613363,9.86E-21,1.99E-19,
ENSG00000182885,ADGRG3,0.534770562,6.687657834,3.01E-25,7.89E-24,
ENSG00000175267,VWA3A,0.53475442,1.523704955,0.09208291,0.19737364,
ENSG00000198816,ZNF358,0.534716585,4.335971678,1.01E-05,5.29E-05,
ENSG00000197702,PARVA,0.534495538,5.977417273,1.10E-16,1.63E-15,
ENSG00000066697,MSANTD3,0.533890119,2.337842061,0.024943826,0.065506382,
ENSG00000108384,RAD51C,0.533552145,3.170372969,0.007217543,0.022882103,
ENSG00000162643,DNAI3,0.533411367,5.029714825,5.08E-09,3.79E-08,
ENSG00000160305,DIP2A,0.531595092,3.196478283,0.003096882,0.010717073,
ENSG00000166391,MOGAT2,0.531595092,3.476441783,0.003096882,0.010717073,
ENSG00000130508,PXDN,0.529528383,4.744738439,2.55E-05,0.000126117,
ENSG00000101464,PIGU,0.529388662,7.876457243,1.22E-27,3.70E-26,
ENSG00000101596,SMCHD1,0.529031931,7.667794741,7.89E-28,2.43E-26,
ENSG00000126583,PRKCG,0.528446055,3.138622539,0.00192189,0.007021052,
ENSG00000156973,PDE6D,0.528446055,3.145166504,0.00192189,0.007021052,
ENSG00000178233,TMEM151B,0.528252111,5.046897087,7.18E-09,5.27E-08,
ENSG00000087086,FTL,0.528071773,1.216721883,0.139926995,0.254218579,ROS
ENSG00000088808,PPP1R13B,0.528071773,0.925848346,0.139926995,0.254218579,
ENSG00000072110,ACTN1,0.527646317,3.226275755,0.000838274,0.003257318,
ENSG00000169908,TM4SF1,0.527261922,5.422550454,2.09E-09,1.63E-08,
ENSG00000159753,CARMIL2,0.527127878,7.347701322,2.53E-27,7.47E-26,
ENSG00000074370,ATP2A3,0.526879951,5.845819178,1.39E-13,1.59E-12,
ENSG00000103342,GSPT1,0.526875648,5.831987756,9.63E-15,1.22E-13,
ENSG00000118523,CCN2,0.526419088,3.304483733,0.00275285,0.009680168,
ENSG00000159337,PLA2G4D,0.525873812,3.563862155,0.001196099,0.004522508,
ENSG00000107438,PDLIM1,0.525837334,1.661353351,0.054068046,0.124035471,ROS
ENSG00000184574,LPAR5,0.525624678,8.05768224,1.59E-26,4.49E-25,
ENSG00000163001,CFAP36,0.525468854,2.955426892,0.000523989,0.002114837,
ENSG00000173482,PTPRM,0.524920278,2.433588653,0.022041267,0.058627851,
ENSG00000248905,FMN1,0.524549155,7.05231438,3.27E-26,9.10E-25,
ENSG00000188706,ZDHHC9,0.524508339,5.434318494,7.25E-11,6.51E-10,
ENSG00000067560,RHOA,0.52416932,4.532843816,1.84E-06,1.05E-05,
ENSG00000188306,LRRIQ4,0.524106583,3.714570265,0.003950452,0.013416154,
ENSG00000172845,SP3,0.523925759,4.731835698,1.70E-07,1.10E-06,
ENSG00000198431,TXNRD1,0.522396162,9.595414549,4.50E-27,1.31E-25,ROS
ENSG00000047346,FAM214A,0.521936353,5.832561453,4.33E-16,6.16E-15,
ENSG00000113615,SEC24A,0.521809501,3.669737043,0.001064,0.00404937,
ENSG00000172037,LAMB2,0.521809501,3.755833779,0.001064,0.00404937,
ENSG00000076984,MAP2K7,0.521656991,3.031266221,0.00244573,0.008655048,
ENSG00000187556,NANOS3,0.521123915,2.46020926,0.013390463,0.038961907,
ENSG00000156959,LHFPL4,0.520618811,4.207298468,0.000129348,0.000576565,
ENSG00000036828,CASR,0.520618316,9.13189273,4.10E-26,1.13E-24,
ENSG00000131724,IL13RA1,0.520374663,4.120676322,0.000292271,0.001230038,
ENSG00000183688,RFLNB,0.520147818,4.524032602,7.27E-06,3.89E-05,
ENSG00000186090,HTR3D,0.519478315,10.14359281,7.75E-26,2.11E-24,
ENSG00000213380,COG8,0.518600928,5.121780013,1.01E-08,7.33E-08,
ENSG00000132801,ZSWIM3,0.51726104,3.444733402,0.00217189,0.007751126,
ENSG00000100664,EIF5,0.517189379,5.412777224,3.50E-10,2.96E-09,
ENSG00000163479,SSR2,0.51661327,7.276242706,2.36E-25,6.23E-24,
ENSG00000111361,EIF2B1,0.516375327,0.446475734,0.217491304,0.344135735,
ENSG00000130711,PRDM12,0.516375327,1.039177548,0.217491304,0.344135735,
ENSG00000165060,FXN,0.516375327,1.049582026,0.217491304,0.344135735,
ENSG00000187323,DCC,0.516375327,1.120568091,0.217491304,0.344135735,
ENSG00000024422,EHD2,0.5154361,3.468421232,0.000369536,0.001535101,
ENSG00000136378,ADAMTS7,0.514873614,7.581714881,2.89E-23,6.58E-22,
ENSG00000174428,GTF2IRD2B,0.514690772,2.559450959,0.011840159,0.03473246,
ENSG00000116675,DNAJC6,0.514439426,5.849280423,2.13E-14,2.61E-13,
ENSG00000167384,ZNF180,0.512921267,3.909114698,2.57E-05,0.000126858,
ENSG00000206384,COL6A6,0.512918696,6.819632965,4.31E-21,8.81E-20,
ENSG00000146197,SCUBE3,0.512866747,3.054732311,0.007250107,0.022979375,
ENSG00000137207,YIPF3,0.51197603,5.877403181,2.38E-11,2.25E-10,
ENSG00000011114,BTBD7,0.510580786,5.283431398,8.57E-10,6.95E-09,
ENSG00000114982,KANSL3,0.510320972,2.319972869,0.017174439,0.048872261,
ENSG00000100201,DDX17,0.51029111,1.880234147,0.121641057,0.227534192,
ENSG00000162337,LRP5,0.51029111,1.987825913,0.121641057,0.227534192,
ENSG00000169057,MECP2,0.51029111,1.34122002,0.121641057,0.227534192,
ENSG00000176148,TCP11L1,0.51029111,1.240103831,0.121641057,0.227534192,
ENSG00000074755,ZZEF1,0.508795741,7.206129661,5.79E-24,1.41E-22,
ENSG00000084070,SMAP2,0.508647253,4.055717734,0.001064389,0.004049588,
ENSG00000166856,GPR182,0.508548873,7.615228331,2.51E-24,6.23E-23,
ENSG00000111859,NEDD9,0.508129606,7.010821175,7.10E-35,3.41E-33,
ENSG00000120647,CCDC77,0.508002599,3.544683252,0.000663883,0.002640178,
ENSG00000007255,TRAPPC6A,0.507959779,5.762913936,1.14E-10,1.00E-09,
ENSG00000167081,PBX3,0.507121375,5.604131845,1.02E-10,8.98E-10,
ENSG00000183785,TUBA8,0.507088193,3.009479235,0.003952778,0.01342032,
ENSG00000169714,CNBP,0.506002951,2.346022987,0.041699924,0.098189851,
ENSG00000103222,ABCC1,0.505925117,5.576938482,1.16E-12,1.23E-11,ROS
ENSG00000164081,TEX264,0.505891297,3.793057027,0.001517812,0.005656584,
ENSG00000186642,PDE2A,0.505670479,4.957166324,8.62E-08,5.76E-07,
ENSG00000183908,LRRC55,0.505361223,9.647993421,1.44E-22,3.17E-21,
ENSG00000160352,ZNF714,0.505000857,2.388829504,0.025011287,0.0656553,
ENSG00000135094,SDS,0.503969266,6.915978285,1.60E-20,3.16E-19,
ENSG00000272886,DCP1A,0.503784427,2.937950978,0.009245835,0.027872197,
ENSG00000136694,IL36A,0.503073131,3.646186272,0.003500361,0.011997727,
ENSG00000166747,AP1G1,0.502295098,7.656087323,1.50E-24,3.79E-23,
ENSG00000116580,GON4L,0.502288081,5.009379405,9.62E-08,6.40E-07,
ENSG00000146950,SHROOM2,0.501930706,4.055352937,0.000128932,0.000574919,
ENSG00000137841,PLCB2,0.501544802,6.411929621,1.37E-17,2.16E-16,
ENSG00000186847,KRT14,0.5014268,5.912579584,8.25E-13,8.82E-12,
ENSG00000104228,TRIM35,0.501053452,5.307209647,8.98E-09,6.52E-08,
ENSG00000145990,GFOD1,0.500985214,7.428295734,1.85E-23,4.32E-22,
ENSG00000145147,SLIT2,0.500919355,5.272897043,1.58E-10,1.37E-09,
ENSG00000239857,GET4,0.500769556,6.266866729,7.93E-14,9.27E-13,
ENSG00000164327,RICTOR,0.500144159,7.878687801,2.72E-23,6.23E-22,
ENSG00000149084,HSD17B12,0.499918184,6.660932677,1.23E-21,2.60E-20,
ENSG00000076321,KLHL20,0.499533353,3.571305509,0.001193769,0.004515095,
ENSG00000198794,SCAMP5,0.499258867,3.48217995,0.005019615,0.016377465,
ENSG00000130821,SLC6A8,0.498722207,6.234156535,2.24E-15,2.99E-14,
ENSG00000132854,KANK4,0.498548653,4.741661861,2.58E-06,1.44E-05,
ENSG00000167930,FAM234A,0.497890991,1.807671624,0.061627897,0.139662316,
ENSG00000168016,TRANK1,0.497890991,2.259367324,0.061627897,0.139662316,
ENSG00000050405,LIMA1,0.497073894,1.378152659,0.105713328,0.222721466,
ENSG00000143190,POU2F1,0.496570554,4.883600358,2.11E-07,1.35E-06,
ENSG00000070882,OSBPL3,0.495470276,3.0641418,0.004438702,0.014634652,
ENSG00000067057,PFKP,0.495447796,0.713440611,0.186973229,0.303881276,ROS
ENSG00000146530,VWDE,0.495447796,1.087343805,0.186973229,0.303881276,
ENSG00000156030,MIDEAS,0.495367479,5.29489019,4.26E-10,3.58E-09,
ENSG00000253250,C8orf88,0.494765986,5.026166457,1.15E-06,6.74E-06,
ENSG00000157927,RADIL,0.494752728,7.653524503,3.28E-22,7.05E-21,
ENSG00000215421,ZNF407,0.494150434,3.066651454,0.011781689,0.034619168,
ENSG00000135390,ATP5MC2,0.493718039,6.086296244,4.43E-14,5.27E-13,
ENSG00000106714,CNTNAP3,0.493442611,6.126227998,1.57E-15,2.11E-14,
ENSG00000167191,GPRC5B,0.492842451,5.09296333,7.42E-10,6.08E-09,
ENSG00000103319,EEF2K,0.492735399,4.725124434,4.03E-06,2.21E-05,
ENSG00000186416,NKRF,0.492382351,7.432017749,8.29E-26,2.25E-24,
ENSG00000134575,ACP2,0.491854285,2.279701323,0.032122526,0.081467369,
ENSG00000144711,IQSEC1,0.491854285,2.611938666,0.032122526,0.081467369,
ENSG00000137449,CPEB2,0.491398105,4.035172388,0.000831644,0.003242828,
ENSG00000171872,KLF17,0.490714756,5.778936719,1.49E-13,1.69E-12,
ENSG00000065809,FAM107B,0.490663853,4.50769667,8.96E-06,4.71E-05,
ENSG00000066135,KDM4A,0.490633325,0.099416599,0.352209348,0.515540574,
ENSG00000066654,THUMPD1,0.490633325,0.074930953,0.352209348,0.515540574,
ENSG00000104853,CLPTM1,0.490633325,0.018197433,0.352209348,0.515540574,
ENSG00000113494,PRLR,0.490633325,0.87603867,0.352209348,0.515540574,
ENSG00000114098,ARMC8,0.490633325,0.019389603,0.352209348,0.515540574,
ENSG00000115956,PLEK,0.490633325,0.294984725,0.352209348,0.515540574,
ENSG00000122008,POLK,0.490633325,0.130042637,0.352209348,0.515540574,
ENSG00000134256,CD101,0.490633325,0.763017394,0.352209348,0.515540574,
ENSG00000137857,DUOX1,0.490633325,0.196633133,0.352209348,0.515540574,
ENSG00000138101,DTNB,0.490633325,0.53872201,0.352209348,0.515540574,
ENSG00000143183,TMCO1,0.490633325,0.144234896,0.352209348,0.515540574,
ENSG00000167971,CASKIN1,0.490633325,0.090961764,0.352209348,0.515540574,
ENSG00000172915,NBEA,0.490633325,0.653447597,0.352209348,0.515540574,
ENSG00000182208,MOB2,0.490633325,-0.290654252,0.352209348,0.515540574,
ENSG00000182271,TMIGD1,0.490633325,0.092989517,0.352209348,0.515540574,
ENSG00000184995,IFNE,0.490633325,-0.136781355,0.352209348,0.515540574,
ENSG00000197020,ZNF100,0.490633325,0.48778343,0.352209348,0.515540574,
ENSG00000221923,ZNF880,0.490633325,0.501890251,0.352209348,0.515540574,
ENSG00000227124,ZNF717,0.490633325,1.015859439,0.352209348,0.515540574,
ENSG00000174516,PELI3,0.49054316,4.841896455,2.02E-06,1.15E-05,
ENSG00000145569,OTULINL,0.48992476,1.911102364,0.053883931,0.123706076,
ENSG00000132915,PDE6A,0.489917514,5.840426554,5.92E-12,5.89E-11,
ENSG00000104381,GDAP1,0.489744842,4.61227191,1.14E-06,6.68E-06,
ENSG00000133392,MYH11,0.489717963,7.026022828,2.59E-25,6.82E-24,
ENSG00000168096,ANKS3,0.489029221,5.745579301,6.55E-10,5.40E-09,
ENSG00000082458,DLG3,0.4875379,7.536982529,3.83E-23,8.67E-22,
ENSG00000230778,ANKRD63,0.486929642,4.842244279,5.11E-07,3.10E-06,
ENSG00000137764,MAP2K5,0.486862707,2.176242356,0.09190056,0.197051973,
ENSG00000167526,RPL13,0.486862707,1.928652121,0.09190056,0.197051973,
ENSG00000185347,TEDC1,0.486862707,1.450473145,0.09190056,0.197051973,
ENSG00000189144,ZNF573,0.486862707,1.593240543,0.09190056,0.197051973,
ENSG00000135838,NPL,0.486753075,8.071161489,1.17E-22,2.58E-21,
ENSG00000101745,ANKRD12,0.486596587,6.062435368,1.25E-14,1.57E-13,
ENSG00000055483,USP36,0.485771086,3.735934107,0.003067045,0.010634967,
ENSG00000170468,RIOX1,0.485609482,3.533762847,0.000362133,0.001505374,
ENSG00000145087,STXBP5L,0.485345877,5.740091548,3.70E-12,3.74E-11,
ENSG00000184227,ACOT1,0.484983343,5.298891195,5.25E-08,3.56E-07,
ENSG00000114745,GORASP1,0.484447422,3.808156802,0.001682316,0.006210886,
ENSG00000165623,UCMA,0.484193852,5.838038581,6.06E-11,5.49E-10,
ENSG00000145868,FBXO38,0.48324596,3.078143502,0.047123223,0.109357048,
ENSG00000075790,BCAP29,0.48297741,7.670499703,2.31E-25,6.13E-24,
ENSG00000101890,GUCY2F,0.482025159,3.980733808,0.001488494,0.005552405,
ENSG00000075945,KIFAP3,0.481654196,4.011187761,1.11E-05,5.74E-05,
ENSG00000147852,VLDLR,0.481252552,2.42596095,0.024747729,0.065033367,
ENSG00000100815,TRIP11,0.481251517,3.509879613,0.004384248,0.014470745,
ENSG00000114126,TFDP2,0.481251517,3.600775762,0.004384248,0.014470745,
ENSG00000197779,ZNF81,0.481251517,3.118859118,0.004384248,0.014470745,
ENSG00000182327,GLTPD2,0.481058048,6.70150439,2.18E-19,3.96E-18,
ENSG00000189042,ZNF567,0.480750935,7.25737215,4.28E-23,9.64E-22,
ENSG00000171617,ENC1,0.480269423,5.152031427,1.11E-06,6.51E-06,
ENSG00000040731,CDH10,0.479989874,1.675843357,0.01320054,0.038445942,
ENSG00000162892,IL24,0.479861172,5.745746576,2.41E-11,2.27E-10,
ENSG00000119681,LTBP2,0.479118362,2.79512493,0.007119084,0.022587552,
ENSG00000240583,AQP1,0.479118362,2.896165837,0.007119084,0.022587552,
ENSG00000158104,HPD,0.478736566,1.698835882,0.079941153,0.17369666,
ENSG00000164828,SUN1,0.478736566,2.364347812,0.079941153,0.17369666,
ENSG00000164151,ICE1,0.47860411,8.701779358,2.60E-23,6.00E-22,
ENSG00000185252,ZNF74,0.477043056,3.847439151,0.000356728,0.00148442,
ENSG00000215454,KRTAP10-4,0.476889488,2.64474815,0.021727162,0.057880628,
ENSG00000230797,YY2,0.476139382,3.50604199,0.006277066,0.020109342,
ENSG00000108262,GIT1,0.476122011,4.688110113,1.09E-05,5.66E-05,
ENSG00000006831,ADIPOR2,0.475592106,4.009367978,0.001030876,0.003926978,
ENSG00000157954,WIPI2,0.475592106,3.980819595,0.001030876,0.003926978,
ENSG00000130783,CCDC62,0.475339328,5.543349668,3.73E-09,2.83E-08,
ENSG00000135205,CCDC146,0.47519582,6.766745592,1.90E-21,3.96E-20,
ENSG00000114638,UPK1B,0.475001878,4.803800512,5.43E-06,2.95E-05,
ENSG00000153292,ADGRF1,0.474940297,5.268130262,1.72E-06,9.87E-06,
ENSG00000144554,FANCD2,0.474233184,6.086517498,3.88E-14,4.63E-13,
ENSG00000139437,TCHP,0.473842862,4.2215175,0.000155831,0.000685106,
ENSG00000083168,KAT6A,0.472511685,5.181637687,3.79E-12,3.82E-11,
ENSG00000170946,DNAJC24,0.472115909,2.142947324,0.069589186,0.155978404,
ENSG00000105538,RASIP1,0.471000184,1.576848084,0.138736337,0.254218579,
ENSG00000136206,SPDYE1,0.471000184,1.212060958,0.138736337,0.254218579,
ENSG00000146670,CDCA5,0.471000184,1.537382426,0.138736337,0.254218579,
ENSG00000109381,ELF2,0.470865689,2.758097576,0.004881157,0.015951296,
ENSG00000106348,IMPDH1,0.470837287,8.895221446,9.15E-22,1.94E-20,
ENSG00000198198,SZT2,0.46989275,6.506344819,7.21E-19,1.26E-17,
ENSG00000121101,TEX14,0.468421775,2.440508069,0.031585962,0.080223219,
ENSG00000161970,RPL26,0.468421775,2.650024895,0.031585962,0.080223219,
ENSG00000092847,AGO1,0.468078945,6.04064235,8.92E-14,1.03E-12,
ENSG00000142185,TRPM2,0.46797047,3.639465841,0.001143469,0.004330214,
ENSG00000074319,TSG101,0.467684701,-0.049527362,0.296211258,0.451096825,
ENSG00000082146,STRADB,0.467684701,-0.021820584,0.296211258,0.451096825,
ENSG00000169629,RGPD8,0.467684701,0.676336727,0.296211258,0.451096825,
ENSG00000254726,MEX3A,0.467684701,0.696213335,0.296211258,0.451096825,
ENSG00000188760,TMEM198,0.467248267,3.700610898,0.002078459,0.007454733,
ENSG00000144589,STK11IP,0.466627179,6.545065256,2.85E-14,3.45E-13,
ENSG00000126456,IRF3,0.466617782,2.490722325,0.060625024,0.137783118,
ENSG00000132170,PPARG,0.466537362,4.755685219,2.66E-07,1.68E-06,
ENSG00000100191,SLC5A4,0.466342111,3.525190208,0.003797145,0.012942305,
ENSG00000158411,MITD1,0.466297302,4.15020399,0.001010926,0.003857,
ENSG00000071189,SNX13,0.465371038,5.164792618,1.71E-08,1.22E-07,
ENSG00000129084,PSMA1,0.464515941,6.321103812,1.88E-15,2.52E-14,
ENSG00000130312,MRPL34,0.4644342,5.46487002,3.88E-09,2.94E-08,
ENSG00000130559,CAMSAP1,0.464313314,3.380433516,0.003349621,0.011526358,
ENSG00000171815,PCDHB1,0.464267792,4.500317877,2.32E-06,1.30E-05,
ENSG00000139719,VPS33A,0.464204978,5.31143786,3.30E-07,2.06E-06,
ENSG00000116690,PRG4,0.463523584,7.530325846,2.90E-22,6.25E-21,
ENSG00000078804,TP53INP2,0.463460811,4.632363511,1.47E-05,7.51E-05,
ENSG00000102699,PARP4,0.463240728,1.895631679,0.119817432,0.224604794,
ENSG00000186891,TNFRSF18,0.463240728,1.731937583,0.119817432,0.224604794,
ENSG00000205922,ONECUT3,0.463240728,3.294622629,0.119817432,0.224604794,
ENSG00000197905,TEAD4,0.463213173,3.850447329,0.000790274,0.003093445,
ENSG00000136002,ARHGEF4,0.462358103,7.197888294,2.43E-20,4.72E-19,
ENSG00000131746,TNS4,0.46206803,7.644530862,4.86E-22,1.04E-20,
ENSG00000100429,HDAC10,0.461978978,2.534928984,0.052856948,0.121599864,
ENSG00000140368,PSTPIP1,0.461978978,2.496058797,0.052856948,0.121599864,
