ensembl_gene_id,SYMBOL,logFC,logCPM,PValue,FDR,ROS hallmark
ENSG00000204472,AIF1,9.025174153,1.582144756,2.34E-40,1.62E-38,
ENSG00000142168,SOD1,7.315282469,-0.078629337,3.15E-13,3.49E-12,ROS
ENSG00000268651,CTAG1A,6.390608229,0.4301388,1.64E-07,1.06E-06,
ENSG00000170417,TMEM182,6.254823211,0.328679156,6.20E-07,3.72E-06,
ENSG00000214960,CRPPA,6.254823211,0.376779552,6.20E-07,3.72E-06,
ENSG00000164675,IQUB,6.104917738,-0.437134368,2.35E-06,1.32E-05,
ENSG00000008226,DLEC1,5.93761048,0.303844445,8.94E-06,4.71E-05,
ENSG00000120645,IQSEC3,5.93761048,0.023260497,8.94E-06,4.71E-05,
ENSG00000160799,CCDC12,5.93761048,-0.988648168,8.94E-06,4.71E-05,
ENSG00000173599,PC,5.93761048,0.296822052,8.94E-06,4.71E-05,
ENSG00000269891,ARHGAP19-SLIT1,5.93761048,0.180402315,8.94E-06,4.71E-05,
ENSG00000008323,PLEKHG6,5.748324108,-0.683579981,3.42E-05,0.000165411,
ENSG00000135540,NHSL1,5.748324108,-0.358683517,3.42E-05,0.000165411,
ENSG00000089123,TASP1,5.530397833,-0.194057798,0.00013176,0.000583906,
ENSG00000105388,CEACAM5,5.530397833,-0.875914305,0.00013176,0.000583906,
ENSG00000116586,LAMTOR2,5.530397833,-0.512031778,0.00013176,0.000583906,
ENSG00000125046,SSUH2,5.530397833,-0.984389216,0.00013176,0.000583906,
ENSG00000139687,RB1,5.530397833,-0.824048034,0.00013176,0.000583906,
ENSG00000140557,ST8SIA2,5.530397833,-0.396494087,0.00013176,0.000583906,
ENSG00000152234,ATP5F1A,5.530397833,-0.68356598,0.00013176,0.000583906,
ENSG00000162066,AMDHD2,5.530397833,0.048504807,0.00013176,0.000583906,
ENSG00000163421,PROK2,5.530397833,-0.551409196,0.00013176,0.000583906,
ENSG00000179833,SERTAD2,5.530397833,-0.778600587,0.00013176,0.000583906,
ENSG00000187372,PCDHB13,5.530397833,-0.557288983,0.00013176,0.000583906,
ENSG00000198756,COLGALT2,5.530397833,-0.15808328,0.00013176,0.000583906,
ENSG00000213190,MLLT11,5.530397833,-0.7779108,0.00013176,0.000583906,
ENSG00000214655,ZSWIM8,5.530397833,-0.875985628,0.00013176,0.000583906,
ENSG00000242574,HLA-DMB,5.530397833,-0.31811903,0.00013176,0.000583906,
ENSG00000074527,NTN4,5.273592895,-0.463212176,0.000512591,0.002072947,
ENSG00000087053,MTMR2,5.273592895,-0.929753128,0.000512591,0.002072947,
ENSG00000099203,TMED1,5.273592895,-1.226715989,0.000512591,0.002072947,
ENSG00000101638,ST8SIA5,5.273592895,-0.876528914,0.000512591,0.002072947,
ENSG00000105664,COMP,5.273592895,-1.098722935,0.000512591,0.002072947,
ENSG00000109321,AREG,5.273592895,-0.928128805,0.000512591,0.002072947,
ENSG00000111639,MRPL51,5.273592895,-0.157485653,0.000512591,0.002072947,
ENSG00000111731,C2CD5,5.273592895,-1.159936416,0.000512591,0.002072947,
ENSG00000124089,MC3R,5.273592895,-0.545233958,0.000512591,0.002072947,
ENSG00000135378,PRRG4,5.273592895,-0.983061853,0.000512591,0.002072947,
ENSG00000137845,ADAM10,5.273592895,-0.773993431,0.000512591,0.002072947,
ENSG00000144644,GADL1,5.273592895,-0.778176736,0.000512591,0.002072947,
ENSG00000145782,ATG12,5.273592895,-0.824301083,0.000512591,0.002072947,
ENSG00000149260,CAPN5,5.273592895,-0.824838747,0.000512591,0.002072947,
ENSG00000153162,BMP6,5.273592895,2.596550299,0.000512591,0.002072947,
ENSG00000172831,CES2,5.273592895,-0.326638507,0.000512591,0.002072947,
ENSG00000174123,TLR10,5.273592895,-0.088250762,0.000512591,0.002072947,
ENSG00000176009,ASCL3,5.273592895,-0.825896969,0.000512591,0.002072947,
ENSG00000181031,RPH3AL,5.273592895,-0.979542999,0.000512591,0.002072947,
ENSG00000182704,TSKU,5.273592895,-0.77666983,0.000512591,0.002072947,
ENSG00000184374,COLEC10,5.273592895,-1.037875355,0.000512591,0.002072947,
ENSG00000188677,PARVB,5.273592895,-0.390446488,0.000512591,0.002072947,
ENSG00000214688,C10orf105,5.273592895,0.01627586,0.000512591,0.002072947,
ENSG00000262209,PCDHGB3,5.273592895,-1.098958085,0.000512591,0.002072947,
ENSG00000004864,SLC25A13,4.960958855,-0.594980416,0.002021324,0.007258338,
ENSG00000061987,MON2,4.960958855,-0.87677813,0.002021324,0.007258338,
ENSG00000064933,PMS1,4.960958855,-1.034991655,0.002021324,0.007258338,
ENSG00000078369,GNB1,4.960958855,-0.587691767,0.002021324,0.007258338,
ENSG00000102098,SCML2,4.960958855,-0.877961734,0.002021324,0.007258338,
ENSG00000105398,SULT2A1,4.960958855,0.135814557,0.002021324,0.007258338,
ENSG00000107372,ZFAND5,4.960958855,-0.872140088,0.002021324,0.007258338,
ENSG00000116786,PLEKHM2,4.960958855,-0.324987288,0.002021324,0.007258338,
ENSG00000119004,CYP20A1,4.960958855,-1.292741937,0.002021324,0.007258338,
ENSG00000125850,OVOL2,4.960958855,-0.928772833,0.002021324,0.007258338,
ENSG00000129226,CD68,4.960958855,-0.874599698,0.002021324,0.007258338,
ENSG00000129951,PLPPR3,4.960958855,-0.595182895,0.002021324,0.007258338,
ENSG00000130772,MED18,4.960958855,-0.637601453,0.002021324,0.007258338,
ENSG00000132646,PCNA,4.960958855,-1.291342947,0.002021324,0.007258338,
ENSG00000132837,DMGDH,4.960958855,-0.636766887,0.002021324,0.007258338,
ENSG00000134538,SLCO1B1,4.960958855,-1.362423071,0.002021324,0.007258338,
ENSG00000134909,ARHGAP32,4.960958855,-1.292685384,0.002021324,0.007258338,
ENSG00000134954,ETS1,4.960958855,-0.76967545,0.002021324,0.007258338,
ENSG00000135100,HNF1A,4.960958855,-0.513238017,0.002021324,0.007258338,
ENSG00000135318,NT5E,4.960958855,-0.472010583,0.002021324,0.007258338,
ENSG00000143653,SCCPDH,4.960958855,-0.430236116,0.002021324,0.007258338,
ENSG00000143751,SDE2,4.960958855,-0.729569313,0.002021324,0.007258338,
ENSG00000145050,MANF,4.960958855,-0.827477941,0.002021324,0.007258338,
ENSG00000146013,GFRA3,4.960958855,-0.637150286,0.002021324,0.007258338,
ENSG00000146399,TAAR1,4.960958855,-1.362423071,0.002021324,0.007258338,
ENSG00000147548,NSD3,4.960958855,-0.027642105,0.002021324,0.007258338,
ENSG00000148484,RSU1,4.960958855,-1.040958932,0.002021324,0.007258338,
ENSG00000168263,KCNV2,4.960958855,-0.770582749,0.002021324,0.007258338,
ENSG00000168385,SEPTIN2,4.960958855,-1.160530739,0.002021324,0.007258338,
ENSG00000171314,PGAM1,4.960958855,-0.289840412,0.002021324,0.007258338,
ENSG00000172426,RSPH9,4.960958855,-0.354478988,0.002021324,0.007258338,
ENSG00000178295,GEN1,4.960958855,0.057726955,0.002021324,0.007258338,
ENSG00000182919,C11orf54,4.960958855,-1.225118582,0.002021324,0.007258338,
ENSG00000184117,NIPSNAP1,4.960958855,-1.099784446,0.002021324,0.007258338,
ENSG00000185418,TARS3,4.960958855,-0.185794328,0.002021324,0.007258338,
ENSG00000196569,LAMA2,4.960958855,-1.292741937,0.002021324,0.007258338,
ENSG00000196946,ZNF705A,4.960958855,-0.682664276,0.002021324,0.007258338,
ENSG00000198569,SLC34A3,4.960958855,-1.0961101,0.002021324,0.007258338,
ENSG00000198836,OPA1,4.960958855,-0.926343335,0.002021324,0.007258338,
ENSG00000206177,HBM,4.960958855,-1.096267216,0.002021324,0.007258338,
ENSG00000213139,CRYGS,4.960958855,-0.436021868,0.002021324,0.007258338,
ENSG00000214943,GPR33,4.960958855,-0.980579436,0.002021324,0.007258338,
ENSG00000248144,ADH1C,4.960958855,-1.29112757,0.002021324,0.007258338,
ENSG00000253910,PCDHGB2,4.960958855,-0.925481603,0.002021324,0.007258338,
ENSG00000256045,MTRNR2L10,4.960958855,-0.874796205,0.002021324,0.007258338,
ENSG00000283428,CCDC195,4.960958855,-0.928115405,0.002021324,0.007258338,
ENSG00000288867,PPIAL4C,4.960958855,-0.981677961,0.002021324,0.007258338,
ENSG00000130592,LSP1,4.561279621,-0.550170598,0.0081361,0.024889413,ROS
ENSG00000004961,HCCS,4.561279621,-0.678755836,0.0081361,0.024889413,
ENSG00000005436,GCFC2,4.561279621,-1.040968608,0.0081361,0.024889413,
ENSG00000005844,ITGAL,4.561279621,-1.157454016,0.0081361,0.024889413,
ENSG00000005961,ITGA2B,4.561279621,-1.094686657,0.0081361,0.024889413,
ENSG00000013297,CLDN11,4.561279621,-1.290623319,0.0081361,0.024889413,
ENSG00000070495,JMJD6,4.561279621,-1.360564877,0.0081361,0.024889413,
ENSG00000072609,CHFR,4.561279621,-1.292181538,0.0081361,0.024889413,
ENSG00000081052,COL4A4,4.561279621,-1.097969582,0.0081361,0.024889413,
ENSG00000084636,COL16A1,4.561279621,-1.038741038,0.0081361,0.024889413,
ENSG00000086288,NME8,4.561279621,-1.097789863,0.0081361,0.024889413,
ENSG00000088876,ZNF343,4.561279621,-0.868458172,0.0081361,0.024889413,
ENSG00000090060,PAPOLA,4.561279621,0.066228805,0.0081361,0.024889413,
ENSG00000100239,PPP6R2,4.561279621,-0.771930074,0.0081361,0.024889413,
ENSG00000101182,PSMA7,4.561279621,-1.360348365,0.0081361,0.024889413,
ENSG00000102910,LONP2,4.561279621,-0.67833867,0.0081361,0.024889413,
ENSG00000103363,ELOB,4.561279621,-1.435253804,0.0081361,0.024889413,
ENSG00000103512,NOMO1,4.561279621,-0.554247634,0.0081361,0.024889413,
ENSG00000105223,PLD3,4.561279621,-0.815160491,0.0081361,0.024889413,
ENSG00000105486,LIG1,4.561279621,-1.290679932,0.0081361,0.024889413,
ENSG00000105767,CADM4,4.561279621,-1.223067818,0.0081361,0.024889413,
ENSG00000111540,RAB5B,4.561279621,-1.360804804,0.0081361,0.024889413,
ENSG00000114120,SLC25A36,4.561279621,-0.978886338,0.0081361,0.024889413,
ENSG00000114867,EIF4G1,4.561279621,-1.160043785,0.0081361,0.024889413,
ENSG00000116133,DHCR24,4.561279621,-1.435253804,0.0081361,0.024889413,
ENSG00000116679,IVNS1ABP,4.561279621,-1.154093971,0.0081361,0.024889413,
ENSG00000117899,MESD,4.561279621,-0.727821358,0.0081361,0.024889413,
ENSG00000117906,RCN2,4.561279621,-1.22267193,0.0081361,0.024889413,
ENSG00000119865,CNRIP1,4.561279621,-0.820641083,0.0081361,0.024889413,
ENSG00000119986,AVPI1,4.561279621,-1.037448837,0.0081361,0.024889413,
ENSG00000122507,BBS9,4.561279621,-1.099290458,0.0081361,0.024889413,
ENSG00000123810,B9D2,4.561279621,-1.03995785,0.0081361,0.024889413,
ENSG00000126107,HECTD3,4.561279621,-1.223567051,0.0081361,0.024889413,
ENSG00000132300,PTCD3,4.561279621,-1.221707957,0.0081361,0.024889413,
ENSG00000133943,DGLUCY,4.561279621,-1.22467419,0.0081361,0.024889413,
ENSG00000135625,EGR4,4.561279621,-1.162337856,0.0081361,0.024889413,
ENSG00000135736,CCDC102A,4.561279621,-1.040646968,0.0081361,0.024889413,
ENSG00000135766,EGLN1,4.561279621,-0.722891571,0.0081361,0.024889413,
ENSG00000136536,MARCHF7,4.561279621,-0.872838295,0.0081361,0.024889413,
ENSG00000137225,CAPN11,4.561279621,-1.156721513,0.0081361,0.024889413,
ENSG00000139626,ITGB7,4.561279621,1.63674931,0.0081361,0.024889413,
ENSG00000140478,GOLGA6D,4.561279621,-0.599508335,0.0081361,0.024889413,
ENSG00000141447,OSBPL1A,4.561279621,-1.28840493,0.0081361,0.024889413,
ENSG00000143179,UCK2,4.561279621,-1.040146454,0.0081361,0.024889413,
ENSG00000143369,ECM1,4.561279621,-0.77545372,0.0081361,0.024889413,
ENSG00000143811,PYCR2,4.561279621,-1.223576121,0.0081361,0.024889413,
ENSG00000143839,REN,4.561279621,-1.159649912,0.0081361,0.024889413,
ENSG00000144671,SLC22A14,4.561279621,-0.976200774,0.0081361,0.024889413,
ENSG00000146856,AGBL3,4.561279621,-0.354878574,0.0081361,0.024889413,
ENSG00000146966,DENND2A,4.561279621,-0.821983384,0.0081361,0.024889413,
ENSG00000148773,MKI67,4.561279621,-1.290895359,0.0081361,0.024889413,
ENSG00000148985,PGAP2,4.561279621,-1.289733848,0.0081361,0.024889413,
ENSG00000152147,GEMIN6,4.561279621,-1.158501625,0.0081361,0.024889413,
ENSG00000153140,CETN3,4.561279621,-1.435253804,0.0081361,0.024889413,
ENSG00000154529,CNTNAP3B,4.561279621,-1.095391588,0.0081361,0.024889413,
ENSG00000155093,PTPRN2,4.561279621,-1.158491108,0.0081361,0.024889413,
ENSG00000156853,ZNF689,4.561279621,-0.34821638,0.0081361,0.024889413,
ENSG00000159224,GIP,4.561279621,-1.2228302,0.0081361,0.024889413,
ENSG00000163013,FBXO41,4.561279621,-0.924384914,0.0081361,0.024889413,
ENSG00000163554,SPTA1,4.561279621,-1.435253804,0.0081361,0.024889413,
ENSG00000163743,RCHY1,4.561279621,-0.322635305,0.0081361,0.024889413,
ENSG00000164188,RANBP3L,4.561279621,-0.874895335,0.0081361,0.024889413,
ENSG00000164307,ERAP1,4.561279621,-0.87018292,0.0081361,0.024889413,
ENSG00000168802,CHTF8,4.561279621,-0.507607057,0.0081361,0.024889413,
ENSG00000169118,CSNK1G1,4.561279621,-1.098204819,0.0081361,0.024889413,
ENSG00000171017,LRRC8E,4.561279621,-1.096883214,0.0081361,0.024889413,
ENSG00000171219,CDC42BPG,4.561279621,-0.984963915,0.0081361,0.024889413,
ENSG00000176771,NCKAP5,4.561279621,-1.223567051,0.0081361,0.024889413,
ENSG00000178971,CTC1,4.561279621,-1.360804804,0.0081361,0.024889413,
ENSG00000179241,LDLRAD3,4.561279621,-0.869122457,0.0081361,0.024889413,
ENSG00000181804,SLC9A9,4.561279621,-1.291134018,0.0081361,0.024889413,
ENSG00000182179,UBA7,4.561279621,-0.983324394,0.0081361,0.024889413,
ENSG00000182591,KRTAP11-1,4.561279621,-1.435253804,0.0081361,0.024889413,
ENSG00000182771,GRID1,4.561279621,-1.360348365,0.0081361,0.024889413,
ENSG00000182993,C12orf60,4.561279621,-0.977521529,0.0081361,0.024889413,
ENSG00000183513,COA5,4.561279621,-0.980979031,0.0081361,0.024889413,
ENSG00000184221,OLIG1,4.561279621,0.082735499,0.0081361,0.024889413,
ENSG00000184863,RBM33,4.561279621,-0.979633504,0.0081361,0.024889413,
ENSG00000186510,CLCNKA,4.561279621,-0.54944724,0.0081361,0.024889413,
ENSG00000187889,FYB2,4.561279621,-1.033812456,0.0081361,0.024889413,
ENSG00000188488,SERPINA5,4.561279621,1.05032806,0.0081361,0.024889413,
ENSG00000189182,KRT77,4.561279621,-0.514035218,0.0081361,0.024889413,
ENSG00000197054,ZNF763,4.561279621,-0.635494882,0.0081361,0.024889413,
ENSG00000197746,PSAP,4.561279621,-0.821333646,0.0081361,0.024889413,
ENSG00000198597,ZNF536,4.561279621,-1.094225329,0.0081361,0.024889413,
ENSG00000198860,TSEN15,4.561279621,-1.035907954,0.0081361,0.024889413,
ENSG00000203668,CHML,4.561279621,-1.221063852,0.0081361,0.024889413,
ENSG00000204410,MSH5,4.561279621,-0.92585567,0.0081361,0.024889413,
ENSG00000204540,PSORS1C1,4.561279621,-0.679549159,0.0081361,0.024889413,
ENSG00000205560,CPT1B,4.561279621,-1.035143039,0.0081361,0.024889413,
ENSG00000205927,OLIG2,4.561279621,-1.289279417,0.0081361,0.024889413,
ENSG00000214944,ARHGEF28,4.561279621,-1.360804804,0.0081361,0.024889413,
ENSG00000222009,BTBD19,4.561279621,-0.683832749,0.0081361,0.024889413,
ENSG00000235750,KIAA0040,4.561279621,-0.975944509,0.0081361,0.024889413,
ENSG00000239620,PRR20G,4.561279621,-1.361972611,0.0081361,0.024889413,
ENSG00000241119,UGT1A9,4.561279621,-0.926454102,0.0081361,0.024889413,
ENSG00000253953,PCDHGB4,4.561279621,-0.505353436,0.0081361,0.024889413,
ENSG00000261701,HPR,4.561279621,-0.977466544,0.0081361,0.024889413,
ENSG00000265107,GJA5,4.561279621,-0.923724867,0.0081361,0.024889413,
ENSG00000269502,DMRTC1,4.561279621,-1.361915659,0.0081361,0.024889413,
ENSG00000270276,H4C15,4.561279621,-1.09775707,0.0081361,0.024889413,
ENSG00000273213,H3-2,4.561279621,-0.774156128,0.0081361,0.024889413,
ENSG00000273513,TBC1D3K,4.561279621,-1.224617971,0.0081361,0.024889413,
ENSG00000277161,PIGW,4.561279621,-1.361972611,0.0081361,0.024889413,
ENSG00000284862,CCDC39,4.561279621,-0.770270082,0.0081361,0.024889413,
ENSG00000004059,ARF5,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000004799,PDK4,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000006062,MAP3K14,4.006551694,-0.929050546,0.033918138,0.08172618,
ENSG00000006638,TBXA2R,4.006551694,-1.286770023,0.033918138,0.08172618,
ENSG00000006695,COX10,4.006551694,-0.24026102,0.033918138,0.08172618,
ENSG00000010361,FUZ,4.006551694,-1.16069391,0.033918138,0.08172618,
ENSG00000011028,MRC2,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000011198,ABHD5,4.006551694,-0.774086688,0.033918138,0.08172618,
ENSG00000011523,CEP68,4.006551694,-1.221738397,0.033918138,0.08172618,
ENSG00000013016,EHD3,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000030304,MUSK,4.006551694,-0.430315578,0.033918138,0.08172618,
ENSG00000049247,UTS2,4.006551694,-1.360296968,0.033918138,0.08172618,
ENSG00000049540,ELN,4.006551694,-1.034725065,0.033918138,0.08172618,
ENSG00000054148,PHPT1,4.006551694,-1.358488121,0.033918138,0.08172618,
ENSG00000059691,GATB,4.006551694,-1.21996189,0.033918138,0.08172618,
ENSG00000064651,SLC12A2,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000064692,SNCAIP,4.006551694,-1.288354742,0.033918138,0.08172618,
ENSG00000067840,PDZD4,4.006551694,-1.358945023,0.033918138,0.08172618,
ENSG00000068438,FTSJ1,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000068985,PAGE1,4.006551694,-1.288990339,0.033918138,0.08172618,
ENSG00000080007,DDX43,4.006551694,-1.097629922,0.033918138,0.08172618,
ENSG00000080189,SLC35C2,4.006551694,-0.055686292,0.033918138,0.08172618,
ENSG00000089225,TBX5,4.006551694,-0.825576963,0.033918138,0.08172618,
ENSG00000091972,CD200,4.006551694,-0.54913611,0.033918138,0.08172618,
ENSG00000093000,NUP50,4.006551694,-0.670861209,0.033918138,0.08172618,
ENSG00000097033,SH3GLB1,4.006551694,-1.433624652,0.033918138,0.08172618,
ENSG00000100796,PPP4R3A,4.006551694,-1.223009774,0.033918138,0.08172618,
ENSG00000100888,CHD8,4.006551694,-1.288354742,0.033918138,0.08172618,
ENSG00000101251,SEL1L2,4.006551694,-1.157451625,0.033918138,0.08172618,
ENSG00000101474,APMAP,4.006551694,-1.289285895,0.033918138,0.08172618,
ENSG00000101850,GPR143,4.006551694,-0.827508806,0.033918138,0.08172618,
ENSG00000102100,SLC35A2,4.006551694,-1.359897418,0.033918138,0.08172618,
ENSG00000102921,N4BP1,4.006551694,-1.289229241,0.033918138,0.08172618,
ENSG00000104660,LEPROTL1,4.006551694,-1.433383383,0.033918138,0.08172618,
ENSG00000105176,URI1,4.006551694,-1.287452781,0.033918138,0.08172618,
ENSG00000105509,HAS1,4.006551694,-1.433383383,0.033918138,0.08172618,
ENSG00000105549,THEG,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000105649,RAB3A,4.006551694,-1.29057316,0.033918138,0.08172618,
ENSG00000106392,C1GALT1,4.006551694,-1.35872832,0.033918138,0.08172618,
ENSG00000106524,ANKMY2,4.006551694,-0.588447758,0.033918138,0.08172618,
ENSG00000106682,EIF4H,4.006551694,-1.289285895,0.033918138,0.08172618,
ENSG00000109654,TRIM2,4.006551694,-1.289524759,0.033918138,0.08172618,
ENSG00000110400,NECTIN1,4.006551694,-1.223935996,0.033918138,0.08172618,
ENSG00000110422,HIPK3,4.006551694,-1.156955827,0.033918138,0.08172618,
ENSG00000110711,AIP,4.006551694,-1.361522048,0.033918138,0.08172618,
ENSG00000111261,MANSC1,4.006551694,-1.433165719,0.033918138,0.08172618,
ENSG00000111554,MDM1,4.006551694,-0.77536462,0.033918138,0.08172618,
ENSG00000111913,RIPOR2,4.006551694,-1.361408116,0.033918138,0.08172618,
ENSG00000114378,HYAL1,4.006551694,-0.977514343,0.033918138,0.08172618,
ENSG00000116128,BCL9,4.006551694,-0.869107621,0.033918138,0.08172618,
ENSG00000116288,PARK7,4.006551694,-1.222566689,0.033918138,0.08172618,
ENSG00000116898,MRPS15,4.006551694,-0.823407845,0.033918138,0.08172618,
ENSG00000117148,ACTL8,4.006551694,-1.155118245,0.033918138,0.08172618,
ENSG00000117151,CTBS,4.006551694,-1.361522048,0.033918138,0.08172618,
ENSG00000117602,RCAN3,4.006551694,-1.160300175,0.033918138,0.08172618,
ENSG00000118894,EEF2KMT,4.006551694,-1.359178975,0.033918138,0.08172618,
ENSG00000119185,ITGB1BP1,4.006551694,-1.434742636,0.033918138,0.08172618,
ENSG00000119688,ABCD4,4.006551694,-1.291677565,0.033918138,0.08172618,
ENSG00000119725,ZNF410,4.006551694,-1.359840404,0.033918138,0.08172618,
ENSG00000119778,ATAD2B,4.006551694,-0.869998831,0.033918138,0.08172618,
ENSG00000121053,EPX,4.006551694,-1.358704854,0.033918138,0.08172618,
ENSG00000121270,ABCC11,4.006551694,-0.926728494,0.033918138,0.08172618,
ENSG00000122674,CCZ1,4.006551694,-1.156075794,0.033918138,0.08172618,
ENSG00000122735,DNAI1,4.006551694,-1.360056976,0.033918138,0.08172618,
ENSG00000123364,HOXC13,4.006551694,-1.356947086,0.033918138,0.08172618,
ENSG00000123454,DBH,4.006551694,-0.874806932,0.033918138,0.08172618,
ENSG00000124422,USP22,4.006551694,-1.155556719,0.033918138,0.08172618,
ENSG00000124613,ZNF391,4.006551694,-1.434742636,0.033918138,0.08172618,
ENSG00000125834,STK35,4.006551694,-0.088944963,0.033918138,0.08172618,
ENSG00000126970,ZC4H2,4.006551694,-0.871514774,0.033918138,0.08172618,
ENSG00000127125,PPCS,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000127588,GNG13,4.006551694,-1.289524759,0.033918138,0.08172618,
ENSG00000127780,OR1E2,4.006551694,-1.35872832,0.033918138,0.08172618,
ENSG00000130066,SAT1,4.006551694,-1.434742636,0.033918138,0.08172618,
ENSG00000130731,METTL26,4.006551694,-1.159713914,0.033918138,0.08172618,
ENSG00000130751,NPAS1,4.006551694,-1.159703432,0.033918138,0.08172618,
ENSG00000131242,RAB11FIP4,4.006551694,-1.223018859,0.033918138,0.08172618,
ENSG00000131264,CDX4,4.006551694,-1.217036301,0.033918138,0.08172618,
ENSG00000132185,FCRLA,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000132205,EMILIN2,4.006551694,-0.629794848,0.033918138,0.08172618,
ENSG00000132334,PTPRE,4.006551694,-1.096679531,0.033918138,0.08172618,
ENSG00000134108,ARL8B,4.006551694,-1.432501307,0.033918138,0.08172618,
ENSG00000134809,TIMM10,4.006551694,-0.550385508,0.033918138,0.08172618,
ENSG00000135299,ANKRD6,4.006551694,-1.434742636,0.033918138,0.08172618,
ENSG00000135525,MAP7,4.006551694,-1.433624652,0.033918138,0.08172618,
ENSG00000135722,FBXL8,4.006551694,-1.291790726,0.033918138,0.08172618,
ENSG00000136110,CNMD,4.006551694,-1.032692956,0.033918138,0.08172618,
ENSG00000136143,SUCLA2,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000136699,SMPD4,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000136933,RABEPK,4.006551694,-1.290686386,0.033918138,0.08172618,
ENSG00000137558,PI15,4.006551694,-1.035273497,0.033918138,0.08172618,
ENSG00000137642,SORL1,4.006551694,-1.155141097,0.033918138,0.08172618,
ENSG00000137700,SLC37A4,4.006551694,-1.225271191,0.033918138,0.08172618,
ENSG00000137770,CTDSPL2,4.006551694,-1.035576378,0.033918138,0.08172618,
ENSG00000138162,TACC2,4.006551694,-1.433383383,0.033918138,0.08172618,
ENSG00000139428,MMAB,4.006551694,-1.221229599,0.033918138,0.08172618,
ENSG00000140264,SERF2,4.006551694,-1.218804711,0.033918138,0.08172618,
ENSG00000140280,LYSMD2,4.006551694,-0.867118001,0.033918138,0.08172618,
ENSG00000140319,SRP14,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000141485,SLC13A5,4.006551694,-1.156019805,0.033918138,0.08172618,
ENSG00000141753,IGFBP4,4.006551694,-0.684786891,0.033918138,0.08172618,
ENSG00000142444,TIMM29,4.006551694,-0.82083218,0.033918138,0.08172618,
ENSG00000143222,UFC1,4.006551694,-1.225327391,0.033918138,0.08172618,
ENSG00000143390,RFX5,4.006551694,-0.461652524,0.033918138,0.08172618,
ENSG00000143545,RAB13,4.006551694,-1.036295475,0.033918138,0.08172618,
ENSG00000144057,ST6GAL2,4.006551694,-1.158859936,0.033918138,0.08172618,
ENSG00000145476,CYP4V2,4.006551694,-1.095760443,0.033918138,0.08172618,
ENSG00000146143,PRIM2,4.006551694,-1.358271362,0.033918138,0.08172618,
ENSG00000148218,ALAD,4.006551694,-1.360296968,0.033918138,0.08172618,
ENSG00000148291,SURF2,4.006551694,-0.215543608,0.033918138,0.08172618,
ENSG00000149503,INCENP,4.006551694,-1.432501307,0.033918138,0.08172618,
ENSG00000149532,CPSF7,4.006551694,-1.094830084,0.033918138,0.08172618,
ENSG00000151090,THRB,4.006551694,-1.433165719,0.033918138,0.08172618,
ENSG00000151379,MSGN1,4.006551694,-1.289524759,0.033918138,0.08172618,
ENSG00000151445,VIPAS39,4.006551694,-0.821624922,0.033918138,0.08172618,
ENSG00000151883,PARP8,4.006551694,-1.094191427,0.033918138,0.08172618,
ENSG00000154144,TBRG1,4.006551694,-1.151843676,0.033918138,0.08172618,
ENSG00000154864,PIEZO2,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000154957,ZNF18,4.006551694,-1.036331858,0.033918138,0.08172618,
ENSG00000155850,SLC26A2,4.006551694,-1.28742948,0.033918138,0.08172618,
ENSG00000156795,NTAQ1,4.006551694,-1.434799994,0.033918138,0.08172618,
ENSG00000156876,SASS6,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000157353,FCSK,4.006551694,-1.15804911,0.033918138,0.08172618,
ENSG00000157450,RNF111,4.006551694,-1.034278337,0.033918138,0.08172618,
ENSG00000158604,TMED4,4.006551694,-0.550050019,0.033918138,0.08172618,
ENSG00000159140,SON,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000159231,CBR3,4.006551694,-1.433383383,0.033918138,0.08172618,
ENSG00000160179,ABCG1,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000160796,NBEAL2,4.006551694,-0.539492448,0.033918138,0.08172618,
ENSG00000162373,BEND5,4.006551694,-1.290391052,0.033918138,0.08172618,
ENSG00000162383,SLC1A7,4.006551694,-1.433383383,0.033918138,0.08172618,
ENSG00000163145,C1QTNF7,4.006551694,-1.512071673,0.033918138,0.08172618,
ENSG00000163219,ARHGAP25,4.006551694,-0.546638278,0.033918138,0.08172618,
ENSG00000163435,ELF3,4.006551694,-1.358945023,0.033918138,0.08172618,
ENSG00000163637,PRICKLE2,4.006551694,-1.092418103,0.033918138,0.08172618,
ENSG00000164061,BSN,4.006551694,-1.289013621,0.033918138,0.08172618,
